"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Raltegravir|Concentration in container [µmol/l]","Organism|Lumen|Raltegravir|Fraction of oral drug mass absorbed into mucosa"
0,270,0.4843079,0.4670362,0.1885726
0,285,0.4396536,0.4240068,0.1891997
0,300,0.4005589,0.3863299,0.1897864
0,315,0.3662042,0.3532217,0.1903374
0,330,0.3359135,0.3240339,0.1908568
0,345,0.3091231,0.2982248,0.1913482
0,360,0.2853596,0.2753389,0.1918148
0,375,0.2642239,0.2549914,0.1922596
0,390,0.2453775,0.2368558,0.1926849
0,405,0.2285319,0.2206531,0.1930931
0,420,0.2134393,0.206144,0.1934862
0,435,0.1998869,0.1931226,0.1938658
0,450,0.1876908,0.1814109,0.1942336
0,465,0.176692,0.170855,0.194591
0,480,0.166752,0.1613206,0.1949391
0,495,0.1577502,0.152691,0.195279
0,510,0.1495811,0.144864,0.1956117
0,525,0.1421523,0.1377499,0.1959379
0,540,0.1353825,0.1312701,0.1962583
0,555,0.1292001,0.1253551,0.1965735
0,570,0.123542,0.1199439,0.196884
0,585,0.1183523,0.1149823,0.1971902
0,600,0.1135815,0.1104224,0.1974925
0,615,0.1091859,0.1062218,0.1977911
0,630,0.1051263,0.1023429,0.1980864
0,645,0.1013681,0.09875206,0.1983784
0,660,0.09788054,0.09541954,0.1986673
0,675,0.09463604,0.09231883,0.1989532
0,690,0.09161012,0.08942632,0.1992363
0,705,0.08878093,0.08672097,0.1995165
0,720,0.08612899,0.08418402,0.1997939
0,735,1.175684,1.811516,0.1212587
0,750,3.210301,3.614083,0.153244
0,765,3.831722,3.853895,0.1719761
0,780,3.528615,3.410267,0.1806478
0,795,2.995492,2.860118,0.1848341
0,810,2.496455,2.379159,0.1871973
0,825,2.088789,1.99387,0.1887775
0,840,1.767127,1.691025,0.1899797
0,855,1.513449,1.451722,0.1909719
0,870,1.31098,1.259988,0.1918307
0,885,1.146847,1.10392,0.1925949
0,900,1.011729,0.9749745,0.1932868
0,915,0.8989695,0.867047,0.1939204
0,930,0.8037749,0.7757239,0.1945052
0,945,0.7226325,0.6977493,0.1950486
0,960,0.652916,0.6306723,0.195556
0,975,0.592616,0.5726055,0.1960321
0,990,0.5401638,0.5220675,0.1964804
0,1005,0.4943133,0.4778747,0.1969042
0,1020,0.4540585,0.4390685,0.1973062
0,1035,0.4185778,0.4048632,0.1976887
0,1050,0.3871926,0.3746082,0.1980537
0,1065,0.3593373,0.34776,0.1984032
0,1080,0.3345369,0.3238616,0.1987387
0,1095,0.3123914,0.3025274,0.1990616
0,1110,0.2925611,0.2834296,0.1993732
0,1125,0.274756,0.2662881,0.1996747
0,1140,0.2587274,0.2508627,0.199967
0,1155,0.2442616,0.2369465,0.200251
0,1170,0.2311739,0.224361,0.2005276
0,1185,0.2193046,0.2129513,0.2007974
0,1200,0.2085143,0.2025827,0.2010611
0,1215,0.1986819,0.1931379,0.2013192
0,1230,0.1897012,0.1845139,0.2015721
0,1245,0.1814794,0.1766207,0.2018204
0,1260,0.1739345,0.1693791,0.2020643
0,1275,0.1669945,0.1627194,0.2023042
0,1290,0.1605958,0.1565798,0.2025403
0,1305,0.1546821,0.1509059,0.2027729
0,1320,0.1492035,0.1456494,0.2030022
0,1335,0.1441157,0.1407674,0.2032283
0,1350,0.1393794,0.136222,0.2034513
0,1365,0.1349594,0.1319793,0.2036714
0,1380,0.1308245,0.1280091,0.2038888
0,1395,0.126947,0.1242845,0.2041033
0,1410,0.123302,0.1207817,0.2043152
0,1425,0.1198673,0.1174793,0.2045244
0,1440,0.116623,0.1143582,0.204731
0,1455,1.204854,1.839966,0.1507636
0,1470,3.237656,3.640933,0.1721178
0,1485,3.858302,3.8802,0.1846424
0,1500,3.554926,3.436387,0.1904631
0,1515,3.021652,2.886088,0.1932945
0,1530,2.52242,2.404922,0.1949104
0,1545,2.114497,2.019363,0.1960037
0,1560,1.792516,1.716195,0.1968444
0,1575,1.538495,1.476544,0.1975445
0,1590,1.33566,1.284443,0.198155
0,1605,1.171145,1.127994,0.1987018
0,1620,1.03564,0.9986624,0.1991997
0,1635,0.9224887,0.890346,0.199658
0,1650,0.8269009,0.7986327,0.2000833
0,1665,0.7453678,0.7202703,0.2004803
0,1680,0.6752635,0.6528088,0.2008528
0,1695,0.6145809,0.5943627,0.2012037
0,1710,0.561752,0.543451,0.2015356
0,1725,0.5155274,0.4988875,0.2018505
0,1740,0.4749022,0.4597145,0.2021504
0,1755,0.4390568,0.4251481,0.2024367
0,1770,0.4073126,0.3945376,0.2027109
0,1785,0.379104,0.3673396,0.2029741
0,1800,0.3539569,0.3430977,0.2032274
0,1815,0.331471,0.3214262,0.2034719
0,1830,0.3113061,0.301997,0.2037084
0,1845,0.2931722,0.2845299,0.2039376
0,1860,0.2768208,0.2687846,0.2041602
0,1875,0.262038,0.2545543,0.2043768
0,1890,0.248639,0.2416604,0.2045879
0,1905,0.2364639,0.2299478,0.2047941
0,1920,0.2253735,0.2192819,0.2049958
0,1935,0.2152463,0.209545,0.2051933
0,1950,0.2059763,0.2006343,0.2053869
0,1965,0.1974704,0.1924596,0.2055769
0,1980,0.1896466,0.1849416,0.2057637
0,1995,0.1824329,0.1780105,0.2059473
0,2010,0.1757653,0.1716044,0.2061281
0,2025,0.1695875,0.1656688,0.206306
0,2040,0.1638496,0.1601552,0.2064814
0,2055,0.1585071,0.1550208,0.2066543
0,2070,0.1535206,0.1502275,0.2068247
0,2085,0.148855,0.1457413,0.2069928
0,2100,0.1444789,0.1415319,0.2071587
0,2115,0.1403645,0.1375724,0.2073224
0,2130,0.1364866,0.1338388,0.2074839
0,2145,0.1328233,0.1303097,0.2076434
0,2160,0.1293544,0.1269659,0.2078007
0,2175,1.217395,1.852395,0.1665724
0,2190,3.250023,3.653164,0.1826025
0,2205,3.870425,3.892255,0.1920099
0,2220,3.566918,3.448261,0.1963895
0,2235,3.033429,2.897745,0.1985266
0,2250,2.533973,2.416359,0.1997518
0,2265,2.125838,2.03059,0.2005848
0,2280,1.803657,1.727223,0.2012281
0,2295,1.549431,1.487371,0.2017657
0,2310,1.3464,1.295074,0.2022359
0,2325,1.181695,1.138437,0.2026582
0,2340,1.046002,1.00892,0.2030435
0,2355,0.9326672,0.9004211,0.203399
0,2370,0.8369005,0.8085303,0.2037295
0,2385,0.7551922,0.7299942,0.2040385
0,2400,0.684915,0.6623613,0.204329
0,2415,0.6240616,0.6037461,0.2046031
0,2430,0.5710638,0.5526669,0.2048627
0,2445,0.5246753,0.507941,0.2051095
0,2460,0.4838909,0.46861,0.2053447
0,2475,0.4478886,0.4338879,0.2055696
0,2490,0.4159903,0.4031243,0.2057852
0,2505,0.3876306,0.3757764,0.2059925
0,2520,0.3623348,0.351387,0.2061921
0,2535,0.3397023,0.3295702,0.206385
0,2550,0.3193935,0.3099981,0.2065716
0,2565,0.3011181,0.2923906,0.2067526
0,2580,0.2846276,0.2765074,0.2069286
0,2595,0.2697081,0.2621415,0.2070999
0,2610,0.2561748,0.2491143,0.2072669
0,2625,0.2438676,0.2372707,0.20743
0,2640,0.2326474,0.226476,0.2075897
0,2655,0.2223927,0.2166125,0.207746
0,2670,0.2129973,0.2075774,0.2078993
0,2685,0.2043681,0.1992804,0.2080497
0,2700,0.1964231,0.1916422,0.2081976
0,2715,0.1890901,0.1845928,0.208343
0,2730,0.1823054,0.1780706,0.208486
0,2745,0.1760126,0.1720208,0.2086269
0,2760,0.1701615,0.166395,0.2087656
0,2775,0.1647079,0.1611503,0.2089024
0,2790,0.1596121,0.1562486,0.2090372
0,2805,0.154839,0.1516557,0.2091702
0,2820,0.1503574,0.1473416,0.2093013
0,2835,0.1461391,0.1432791,0.2094307
0,2850,0.1421593,0.1394444,0.2095584
0,2865,0.1383956,0.1358157,0.2096843
0,2880,0.1348281,0.1323741,0.2098086
0,2895,1.222756,1.857684,0.1764291
0,2910,3.255263,3.658337,0.1892579
0,2925,3.875574,3.89734,0.1967885
0,2940,3.571981,3.453264,0.2002968
0,2955,3.03841,2.902667,0.202011
0,2970,2.538873,2.421199,0.2029956
0,2985,2.130655,2.035348,0.2036665
0,3000,1.808392,1.731899,0.2041855
0,3015,1.554084,1.491965,0.2046198
0,3030,1.350971,1.299588,0.2050001
0,3045,1.186187,1.142871,0.205342
0,3060,1.050414,1.013275,0.2056543
0,3075,0.9370009,0.9046986,0.2059427
0,3090,0.8411573,0.8127314,0.2062109
0,3105,0.759373,0.73412,0.206462
0,3120,0.6890213,0.6664131,0.2066981
0,3135,0.6280946,0.6077251,0.206921
0,3150,0.5750245,0.5565744,0.2071324
0,3165,0.5285652,0.5117782,0.2073333
0,3180,0.487711,0.4723779,0.207525
0,3195,0.4516402,0.4375879,0.2077083
0,3210,0.4196745,0.4067575,0.2078841
0,3225,0.3912486,0.3793438,0.2080532
0,3240,0.3658876,0.3548898,0.2082161
0,3255,0.3431912,0.3330096,0.2083736
0,3270,0.3228195,0.3133752,0.208526
0,3285,0.3044824,0.2957065,0.2086739
0,3300,0.2879312,0.279763,0.2088176
0,3315,0.272952,0.265338,0.2089576
0,3330,0.2593602,0.2522527,0.2090941
0,3345,0.2469954,0.2403521,0.2092275
0,3360,0.2357187,0.2295013,0.2093579
0,3375,0.2254084,0.2195827,0.2094857
0,3390,0.2159584,0.2104935,0.209611
0,3405,0.2072756,0.2021434,0.209734
0,3420,0.1992779,0.1944529,0.2098549
0,3435,0.1918932,0.1873522,0.2099737
0,3450,0.1850576,0.1807795,0.2100906
0,3465,0.1787149,0.1746802,0.2102057
0,3480,0.1728148,0.1690058,0.2103191
0,3495,0.1673129,0.1637134,0.2104309
0,3510,0.1621698,0.1587646,0.210541
0,3525,0.1573502,0.1541257,0.2106497
0,3540,0.1528229,0.1497663,0.2107568
0,3555,0.1485598,0.1456594,0.2108625
0,3570,0.1445359,0.1417809,0.2109667
0,3585,0.1407289,0.1381094,0.2110696
0,3600,0.1371189,0.1346256,0.2111711
0,3615,1.225026,1.859924,0.1831296
0,3630,3.257529,3.660571,0.193822
0,3645,3.877803,3.899533,0.2000992
0,3660,3.574168,3.455411,0.2030244
0,3675,3.040549,2.904766,0.2044545
0,3690,2.540965,2.423252,0.2052765
0,3705,2.132702,2.037357,0.2058371
0,3720,1.810397,1.733866,0.206271
0,3735,1.556049,1.493893,0.2066344
0,3750,1.352897,1.301477,0.2069528
0,3765,1.188074,1.144723,0.2072391
0,3780,1.052266,1.01509,0.2075007
0,3795,0.938817,0.9064791,0.2077423
0,3810,0.8429387,0.8144777,0.2079672
0,3825,0.7611208,0.735833,0.2081777
0,3840,0.6907362,0.6680935,0.2083757
0,3855,0.6297772,0.6093736,0.2085627
0,3870,0.5766756,0.5581917,0.20874
0,3885,0.5301854,0.5133649,0.2089087
0,3900,0.489301,0.4739347,0.2090696
0,3915,0.4532006,0.4391153,0.2092235
0,3930,0.4212058,0.4082563,0.2093711
0,3945,0.3927515,0.3808145,0.2095131
0,3960,0.3673629,0.356333,0.20965
0,3975,0.3446391,0.3344257,0.2097823
0,3990,0.3242406,0.3147647,0.2099103
0,4005,0.3058772,0.29707,0.2100346
0,4020,0.2893003,0.2811011,0.2101553
0,4035,0.2742958,0.266651,0.210273
0,4050,0.2606791,0.2535411,0.2103877
0,4065,0.2482901,0.2416164,0.2104998
0,4080,0.2369894,0.230742,0.2106094
0,4095,0.2266558,0.2208003,0.2107168
0,4110,0.2171828,0.2116883,0.2108221
0,4125,0.2084774,0.2033158,0.2109255
0,4140,0.2004576,0.1956034,0.2110271
0,4155,0.1930512,0.1884813,0.2111269
0,4170,0.1861943,0.1818875,0.2112252
0,4185,0.1798307,0.1757675,0.2113219
0,4200,0.1739101,0.1700728,0.2114172
0,4215,0.1683881,0.1647604,0.2115111
0,4230,0.1632252,0.1597922,0.2116037
0,4245,0.1583863,0.1551341,0.211695
0,4260,0.1538399,0.1507558,0.211785
0,4275,0.1495581,0.1466304,0.2118738
0,4290,0.1455159,0.1427338,0.2119613
0,4305,0.141691,0.1390445,0.2120477
0,4320,0.1380634,0.1355433,0.212133
0,4335,1.225932,1.860795,0.1879604
0,4350,3.258383,3.661392,0.1971258
0,4365,3.878639,3.900342,0.2025067
0,4380,3.574992,3.456212,0.2050146
0,4395,3.041367,2.905561,0.2062409
0,4410,2.541776,2.424039,0.206946
0,4425,2.133505,2.038136,0.2074269
0,4440,1.81119,1.734635,0.2077994
0,4455,1.556831,1.49465,0.2081114
0,4470,1.353667,1.302223,0.2083847
0,4485,1.188833,1.145457,0.2086306
0,4500,1.053012,1.015813,0.2088553
0,4515,0.9395509,0.907189,0.2090628
0,4530,0.8436605,0.8151754,0.209256
0,4545,0.7618303,0.7365184,0.2094369
0,4560,0.6914334,0.668767,0.209607
0,4575,0.6304625,0.6100351,0.2097677
0,4590,0.577349,0.5588415,0.2099201
0,4605,0.5308471,0.514003,0.2100651
0,4620,0.489951,0.4745614,0.2102034
0,4635,0.4538392,0.4397307,0.2103357
0,4650,0.4218331,0.4088603,0.2104626
0,4665,0.3933673,0.3814072,0.2105847
0,4680,0.3679677,0.3569149,0.2107024
0,4695,0.3452335,0.3349973,0.2108161
0,4710,0.3248245,0.315326,0.2109262
0,4725,0.3064508,0.297621,0.2110331
0,4740,0.2898637,0.281642,0.2111369
0,4755,0.2748493,0.2671821,0.2112381
0,4770,0.2612228,0.2540626,0.2113367
0,4785,0.2488241,0.2421283,0.2114331
0,4800,0.237514,0.2312445,0.2115274
0,4815,0.227171,0.2212936,0.2116197
0,4830,0.217689,0.2121726,0.2117103
0,4845,0.2089746,0.2037913,0.2117992
0,4860,0.200946,0.1960702,0.2118866
0,4875,0.1935309,0.1889395,0.2119724
0,4890,0.1866657,0.1823374,0.2120569
0,4905,0.1802936,0.1762092,0.2121401
0,4920,0.1743649,0.1705064,0.2122221
0,4935,0.1688349,0.1651862,0.2123028
0,4950,0.1636642,0.1602101,0.2123824
0,4965,0.1588176,0.1555444,0.2124609
0,4980,0.1542636,0.1511587,0.2125383
0,4995,0.1499744,0.147026,0.2126146
0,5010,0.1459249,0.1431222,0.2126899
0,5025,0.1420928,0.1394258,0.2127642
0,5040,0.1384582,0.1359177,0.2128375
0,5055,1.226323,1.861175,0.1915987
0,5070,3.25882,3.661812,0.1996187
0,5085,3.879097,3.900738,0.2043272
0,5100,3.575375,3.45657,0.2065216
0,5115,3.041734,2.905906,0.2075948
0,5130,2.54214,2.424383,0.208212
0,5145,2.13386,2.038471,0.208633
0,5160,1.811534,1.73496,0.2089591
0,5175,1.557172,1.494971,0.2092322
0,5190,1.354004,1.302539,0.2094716
0,5205,1.189162,1.145766,0.2096868
0,5220,1.053335,1.016116,0.2098836
0,5235,0.939869,0.9074875,0.2100653
0,5250,0.8439721,0.8154677,0.2102345
0,5265,0.7621357,0.7368048,0.2103929
0,5280,0.6917351,0.6690494,0.2105419
0,5295,0.6307603,0.6103135,0.2106827
0,5310,0.5776413,0.5591146,0.2108162
0,5325,0.531134,0.5142709,0.2109432
0,5340,0.4902329,0.4748242,0.2110643
0,5355,0.454116,0.4399886,0.2111802
0,5370,0.422105,0.4091134,0.2112914
0,5385,0.393635,0.3816562,0.2113984
0,5400,0.3682317,0.3571601,0.2115014
0,5415,0.3454934,0.3352385,0.2116011
0,5430,0.32508,0.3155628,0.2116975
0,5445,0.3067015,0.2978533,0.2117911
0,5460,0.29011,0.2818699,0.2118821
0,5475,0.2750914,0.267406,0.2119707
0,5490,0.2614609,0.2542824,0.2120572
0,5505,0.2490581,0.2423442,0.2121416
0,5520,0.237744,0.2314564,0.2122242
0,5535,0.2273972,0.2215017,0.2123051
0,5550,0.2179114,0.2123771,0.2123845
0,5565,0.2091933,0.2039921,0.2124624
0,5580,0.2011611,0.1962676,0.2125389
0,5595,0.1937425,0.1891334,0.2126141
0,5610,0.1868738,0.1825279,0.2126881
0,5625,0.1804984,0.1763963,0.212761
0,5640,0.1745663,0.1706903,0.2128328
0,5655,0.1690331,0.1653669,0.2129035
0,5670,0.1638592,0.1603878,0.2129733
0,5685,0.1590095,0.155719,0.213042
0,5700,0.1544525,0.1513303,0.2131098
0,5715,0.1501603,0.1471947,0.2131767
0,5730,0.1461079,0.143288,0.2132427
0,5745,0.1422729,0.1395888,0.2133078
0,5760,0.1386355,0.136078,0.213372
0,5775,1.226484,1.86131,0.1944336
0,5790,3.258934,3.661916,0.2015624
0,5805,3.879214,3.900835,0.2057478
0,5820,3.575489,3.456669,0.2076985
0,5835,3.041854,2.906012,0.2086525
0,5850,2.542267,2.424495,0.2092011
0,5865,2.133992,2.038587,0.2095754
0,5880,1.811668,1.735078,0.2098653
0,5895,1.557307,1.495091,0.2101081
0,5910,1.35414,1.30266,0.2103209
0,5925,1.189298,1.145887,0.2105124
0,5940,1.053471,1.016237,0.2106873
0,5955,0.9400045,0.9076071,0.2108489
0,5970,0.8441069,0.8155865,0.2109993
0,5985,0.7622694,0.7369224,0.2111402
0,6000,0.6918674,0.6691657,0.2112727
0,6015,0.6308914,0.6104287,0.2113979
0,6030,0.5777715,0.5592288,0.2115166
0,6045,0.5312626,0.5143836,0.2116295
0,6060,0.4903602,0.4749357,0.2117372
0,6075,0.4542419,0.4400986,0.2118403
0,6090,0.4222293,0.4092219,0.2119392
0,6105,0.3937577,0.381763,0.2120343
0,6120,0.3683527,0.3572654,0.2121259
0,6135,0.3456131,0.3353425,0.2122145
0,6150,0.3251983,0.3156655,0.2123003
0,6165,0.3068185,0.2979546,0.2123836
0,6180,0.2902254,0.2819698,0.2124645
0,6195,0.2752054,0.2675044,0.2125433
0,6210,0.2615735,0.2543795,0.2126201
0,6225,0.2491694,0.2424399,0.2126952
0,6240,0.2378539,0.2315509,0.2127687
0,6255,0.2275057,0.2215948,0.2128406
0,6270,0.2180185,0.2124688,0.2129112
0,6285,0.2092992,0.2040826,0.2129805
0,6300,0.2012656,0.1963568,0.2130485
0,6315,0.1938458,0.1892214,0.2131154
0,6330,0.1869758,0.1826146,0.2131813
0,6345,0.1805991,0.1764819,0.2132461
0,6360,0.1746658,0.1707747,0.2133099
0,6375,0.1691314,0.16545,0.2133728
0,6390,0.1639563,0.1604698,0.2134348
0,6405,0.1591054,0.1557999,0.213496
0,6420,0.1545473,0.1514101,0.2135563
0,6435,0.150254,0.1472733,0.2136157
0,6450,0.1462004,0.1433656,0.2136744
0,6465,0.1423644,0.1396654,0.2137323
0,6480,0.1387259,0.1361534,0.2137894
0,6495,1.226574,1.861385,0.1967032
0,6510,3.259024,3.661992,0.2031191
0,6525,3.879303,3.900909,0.206886
0,6540,3.575577,3.456742,0.2086416
0,6555,3.041941,2.906084,0.2095002
0,6570,2.542352,2.424565,0.209994
0,6585,2.134077,2.038657,0.2103309
0,6600,1.811751,1.735147,0.2105918
0,6615,1.557389,1.495159,0.2108104
0,6630,1.354221,1.302726,0.2110019
0,6645,1.189379,1.145952,0.2111742
0,6660,1.053551,1.016301,0.2113317
0,6675,0.9400829,0.907671,0.2114772
0,6690,0.8441843,0.8156496,0.2116126
0,6705,0.762346,0.7369847,0.2117393
0,6720,0.6919432,0.6692272,0.2118586
0,6735,0.6309663,0.6104894,0.2119713
0,6750,0.5778457,0.5592887,0.2120781
0,6765,0.5313361,0.5144427,0.2121798
0,6780,0.4904329,0.4749941,0.2122767
0,6795,0.4543138,0.4401563,0.2123695
0,6810,0.4223004,0.4092789,0.2124585
0,6825,0.3938281,0.3818193,0.2125441
0,6840,0.3684224,0.3573211,0.2126267
0,6855,0.3456821,0.3353974,0.2127064
0,6870,0.3252666,0.3157198,0.2127836
0,6885,0.3068861,0.2980082,0.2128585
0,6900,0.2902924,0.2820228,0.2129314
0,6915,0.2752718,0.2675568,0.2130023
0,6930,0.2616392,0.2544313,0.2130715
0,6945,0.2492344,0.2424911,0.2131391
0,6960,0.2379183,0.2316015,0.2132052
0,6975,0.2275695,0.2216449,0.21327
0,6990,0.2180818,0.2125183,0.2133335
0,7005,0.2093618,0.2041316,0.2133959
0,7020,0.2013278,0.1964052,0.2134571
0,7035,0.1939073,0.1892692,0.2135173
0,7050,0.1870368,0.182662,0.2135766
0,7065,0.1806596,0.1765287,0.213635
0,7080,0.1747258,0.170821,0.2136924
0,7095,0.1691908,0.1654959,0.213749
0,7110,0.1640152,0.1605152,0.2138049
0,7125,0.1591638,0.1558448,0.2138599
0,7140,0.1546052,0.1514545,0.2139142
0,7155,0.1503114,0.1473173,0.2139677
0,7170,0.1462574,0.1434091,0.2140205
0,7185,0.1424209,0.1397085,0.2140726
0,7200,0.1387819,0.1361961,0.214124
0,7215,1.226631,1.861424,0.1985607
0,7230,3.259068,3.66201,0.2043934
0,7245,3.87935,3.900959,0.2078178
0,7260,3.57564,3.456797,0.2094139
0,7275,3.04201,2.90614,0.2101944
0,7290,2.542417,2.424616,0.2106433
0,7305,2.13414,2.038706,0.2109496
0,7320,1.811814,1.735196,0.2111868
0,7335,1.557448,1.495204,0.2113855
0,7350,1.354278,1.30277,0.2115597
0,7365,1.189434,1.145995,0.2117163
0,7380,1.053605,1.016343,0.2118595
0,7395,0.9401373,0.9077123,0.2119917
0,7410,0.8442379,0.81569,0.2121148
0,7425,0.7623988,0.7370245,0.2122301
0,7440,0.6919946,0.6692656,0.2123385
0,7455,0.6310177,0.6105279,0.212441
0,7470,0.5778978,0.5593278,0.2125381
0,7485,0.5313874,0.5144811,0.2126305
0,7500,0.4904832,0.4750315,0.2127186
0,7515,0.4543637,0.4401933,0.212803
0,7530,0.4223498,0.4093155,0.2128839
0,7545,0.3938764,0.381855,0.2129617
0,7560,0.3684693,0.3573554,0.2130368
0,7575,0.3457279,0.3354307,0.2131093
0,7590,0.325312,0.3157526,0.2131795
0,7605,0.3069314,0.298041,0.2132476
0,7620,0.2903377,0.2820556,0.2133138
0,7635,0.2753168,0.2675894,0.2133783
0,7650,0.261684,0.2544637,0.2134412
0,7665,0.2492794,0.2425236,0.2135027
0,7680,0.2379636,0.2316342,0.2135628
0,7695,0.2276147,0.2216776,0.2136217
0,7710,0.2181267,0.2125508,0.2136794
0,7725,0.2094065,0.2041638,0.2137361
0,7740,0.2013721,0.1964371,0.2137918
0,7755,0.1939514,0.189301,0.2138465
0,7770,0.1870806,0.1826935,0.2139004
0,7785,0.1807032,0.17656,0.2139535
0,7800,0.174769,0.170852,0.2140057
0,7815,0.1692338,0.1655266,0.2140572
0,7830,0.164058,0.1605457,0.2141079
0,7845,0.1592063,0.1558751,0.214158
0,7860,0.1546474,0.1514845,0.2142073
0,7875,0.1503533,0.1473471,0.214256
0,7890,0.1462991,0.1434387,0.214304
0,7905,0.1424623,0.1397378,0.2143514
0,7920,0.1388231,0.1362253,0.2143981
0,7935,1.22669,1.861487,0.2001089
0,7950,3.259192,3.662129,0.2054557
0,7965,3.879467,3.901051,0.2085948
0,7980,3.575738,3.456876,0.2100578
0,7995,3.04209,2.906205,0.2107733
0,8010,2.54249,2.424676,0.2111849
0,8025,2.134205,2.038758,0.2114656
0,8040,1.811873,1.735242,0.211683
0,8055,1.557506,1.495249,0.2118652
0,8070,1.354333,1.302812,0.2120248
0,8085,1.189487,1.146035,0.2121684
0,8100,1.053656,1.016381,0.2122997
0,8115,0.9401852,0.9077481,0.2124209
0,8130,0.8442844,0.8157246,0.2125337
0,8145,0.7624443,0.7370579,0.2126394
0,8160,0.69204,0.669299,0.2127388
0,8175,0.6310615,0.6105597,0.2128327
0,8190,0.5779342,0.5593528,0.2129217
0,8205,0.5314258,0.514508,0.2130064
0,8220,0.4905242,0.4750608,0.2130872
0,8235,0.4544057,0.4402236,0.2131646
0,8250,0.4223926,0.4093465,0.2132387
0,8265,0.3939194,0.3818861,0.2133101
0,8280,0.3685108,0.3573851,0.2133789
0,8295,0.3457678,0.3354589,0.2134453
0,8310,0.3253508,0.3157799,0.2135097
0,8325,0.3069695,0.2980675,0.2135721
0,8340,0.2903747,0.282081,0.2136328
0,8355,0.2753525,0.2676136,0.2136919
0,8370,0.2617188,0.2544871,0.2137496
0,8385,0.2493137,0.2425466,0.2138059
0,8400,0.2379976,0.2316569,0.2138611
0,8415,0.2276485,0.2217001,0.213915
0,8430,0.2181603,0.2125731,0.213968
0,8445,0.2094399,0.204186,0.2140199
0,8460,0.2014054,0.1964592,0.214071
0,8475,0.1939847,0.189323,0.2141212
0,8490,0.1871137,0.1827154,0.2141706
0,8505,0.1807361,0.1765818,0.2142192
0,8520,0.1748019,0.1708737,0.2142671
0,8535,0.1692665,0.1655483,0.2143143
0,8550,0.1640906,0.1605672,0.2143608
0,8565,0.1592388,0.1558965,0.2144067
0,8580,0.1546798,0.1515059,0.2144519
0,8595,0.1503856,0.1473683,0.2144965
0,8610,0.1463312,0.1434598,0.2145405
0,8625,0.1424944,0.1397589,0.2145839
0,8640,0.138855,0.1362462,0.2146268
0,8655,1.226675,1.861435,0.201419
0,8670,3.259068,3.662002,0.2063543
0,8685,3.879342,3.900912,0.2092518
0,8700,3.57562,3.456757,0.2106023
0,8715,3.042002,2.906114,0.2112627
0,8730,2.542426,2.424606,0.2116426
0,8745,2.134161,2.038707,0.2119017
0,8760,1.811841,1.735203,0.2121024
0,8775,1.557485,1.495219,0.2122706
0,8790,1.354319,1.30279,0.2124179
0,8805,1.18948,1.146019,0.2125505
0,8820,1.053654,1.01637,0.2126716
0,8835,0.9401881,0.9077414,0.2127835
0,8850,0.8442908,0.8157213,0.2128877
0,8865,0.7624534,0.7370574,0.2129852
