"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Raltegravir|Concentration in container [µmol/l]","Organism|Lumen|Raltegravir|Fraction of oral drug mass absorbed into mucosa"
0,1830,0.00789902,0.007811054,0.2709483
0,1845,0.007750246,0.007664078,0.271018
0,1860,0.007604709,0.007520279,0.2710865
0,1875,0.007462317,0.007379568,0.2711538
0,1890,0.00732298,0.007241858,0.2712198
0,1905,0.007186613,0.007107064,0.2712847
0,1920,0.007053132,0.006975107,0.2713485
0,1935,0.006922459,0.006845909,0.2714111
0,1950,0.006794515,0.006719395,0.2714726
0,1965,0.006669227,0.006595491,0.271533
0,1980,0.006546522,0.006474129,0.2715923
