"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Raltegravir|Concentration in container [µmol/l]","Organism|Lumen|Raltegravir|Fraction of oral drug mass absorbed into mucosa"
0,1965,0.08078823,0.07985794,0.2716829
0,1980,0.07927306,0.07836069,0.2717423
0,1995,0.0777907,0.07689565,0.2718007
0,2010,0.07634017,0.07546189,0.271858
0,2025,0.07492055,0.07405849,0.2719143
0,2040,0.07353093,0.07268459,0.2719696
0,2055,0.07217047,0.07133935,0.2720239
0,2070,0.07083835,0.07002196,0.2720773
0,2085,0.06953376,0.06873166,0.2721297
0,2100,0.06825594,0.0674677,0.2721812
0,2115,0.06700417,0.06622937,0.2722318
0,2130,0.06577775,0.06501599,0.2722814
0,2145,0.06457599,0.06382688,0.2723302
0,2160,0.06339824,0.06266142,0.2723781
0,2175,0.06224389,0.06151901,0.2724252
0,2190,0.06111231,0.06039904,0.2724715
0,2205,0.06000295,0.05930094,0.2725168
0,2220,0.05891522,0.05822419,0.2725615
0,2235,0.05784861,0.05716823,0.2726053
0,2250,0.05680258,0.05613258,0.2726483
0,2265,0.05577664,0.05511674,0.2726906
0,2280,0.05477029,0.05412023,0.2727321
0,2295,0.05378309,0.0531426,0.2727729
0,2310,0.05281457,0.05218342,0.272813
0,2325,0.0518643,0.05124225,0.2728523
0,2340,0.05093186,0.05031868,0.2728909
0,2355,0.05001684,0.04941231,0.2729289
0,2370,0.04911886,0.04852277,0.2729661
0,2385,0.04823753,0.04764968,0.2730028
0,2400,0.04737249,0.04679267,0.2730387
0,2415,0.04652337,0.04595141,0.273074
0,2430,0.04568984,0.04512555,0.2731087
0,2445,0.04487156,0.04431476,0.2731428
0,2460,0.04406822,0.04351874,0.2731763
0,2475,0.04327948,0.04273716,0.2732091
0,2490,0.04250506,0.04196974,0.2732413
0,2505,0.04174466,0.04121618,0.2732731
0,2520,0.04099798,0.0404762,0.2733042
0,2535,0.04026476,0.03974953,0.2733347
0,2550,0.03954471,0.0390359,0.2733647
0,2565,0.03883759,0.03833506,0.2733942
0,2580,0.03814313,0.03764674,0.2734231
0,2595,0.03746108,0.03697072,0.2734515
0,2610,0.03679121,0.03630675,0.2734794
0,2625,0.03613327,0.0356546,0.2735069
0,2640,0.03548705,0.03501404,0.2735337
0,2655,0.03485231,0.03438485,0.2735602
0,2670,0.03422884,0.03376683,0.2735861
0,2685,0.03361642,0.03315975,0.2736116
0,2700,0.03301485,0.03256343,0.2736366
0,2715,0.03242393,0.03197764,0.2736611
0,2730,0.03184346,0.03140222,0.2736852
0,2745,0.03127325,0.03083695,0.2737089
0,2760,0.03071311,0.03028167,0.2737321
0,2775,0.03016285,0.02973618,0.273755
0,2790,0.02962231,0.02920031,0.2737774
0,2805,0.02909129,0.02867389,0.2737993
0,2820,0.02856963,0.02815675,0.2738209
0,2835,0.02805717,0.02764872,0.2738421
0,2850,0.02755374,0.02714964,0.2738629
0,2865,0.02705917,0.02665935,0.2738833
0,2880,0.02657332,0.0261777,0.2739034
0,2895,0.02609602,0.02570454,0.2739231
0,2910,0.02562713,0.02523971,0.2739424
0,2925,0.0251665,0.02478307,0.2739614
0,2940,0.02471399,0.02433448,0.27398
0,2955,0.02426945,0.02389379,0.2739983
0,2970,0.02383274,0.02346088,0.2740162
0,2985,0.02340374,0.0230356,0.2740338
0,3000,0.02298229,0.02261782,0.2740511
0,3015,0.02256828,0.02220741,0.2740681
0,3030,0.02216158,0.02180425,0.2740847
0,3045,0.02176205,0.02140822,0.274101
0,3060,0.02136959,0.02101918,0.2741171
0,3075,0.02098405,0.02063702,0.2741328
0,3090,0.02060533,0.02026162,0.2741483
0,3105,0.02023331,0.01989286,0.2741635
0,3120,0.01986787,0.01953064,0.2741783
0,3135,0.01950891,0.01917483,0.2741929
0,3150,0.0191563,0.01882534,0.2742073
0,3165,0.01880995,0.01848205,0.2742213
0,3180,0.01846974,0.01814485,0.2742351
0,3195,0.01813556,0.01781364,0.2742487
0,3210,0.01780733,0.01748833,0.274262
0,3225,0.01748493,0.0171688,0.274275
0,3240,0.01716826,0.01685496,0.2742878
0,3255,0.01685723,0.01654672,0.2743004
0,3270,0.01655174,0.01624397,0.2743127
0,3285,0.0162517,0.01594663,0.2743248
0,3300,0.01595701,0.0156546,0.2743366
0,3315,0.01566759,0.01536779,0.2743483
0,3330,0.01538333,0.01508611,0.2743597
0,3345,0.01510416,0.01480947,0.2743709
0,3360,0.01482999,0.0145378,0.2743819
0,3375,0.01456072,0.01427099,0.2743927
0,3390,0.01429629,0.01400898,0.2744033
0,3405,0.0140366,0.01375168,0.2744137
0,3420,0.01378157,0.013499,0.2744239
0,3435,0.01353113,0.01325087,0.2744339
0,3450,0.01328519,0.01300721,0.2744437
0,3465,0.01304368,0.01276794,0.2744533
0,3480,0.01280652,0.01253299,0.2744628
0,3495,0.01257364,0.01230229,0.274472
0,3510,0.01234496,0.01207575,0.2744811
0,3525,0.01212041,0.01185332,0.27449
0,3540,0.01189992,0.01163491,0.2744988
0,3555,0.01168342,0.01142047,0.2745073
0,3570,0.01147084,0.01120991,0.2745157
0,3585,0.01126212,0.01100317,0.274524
0,3600,0.01105718,0.0108002,0.2745321
0,3615,0.01085597,0.01060091,0.2745401
0,3630,0.01065841,0.01040526,0.2745478
0,3645,0.01046444,0.01021317,0.2745555
0,3660,0.01027401,0.01002458,0.274563
0,3675,0.01008704,0.009839433,0.2745703
0,3690,0.009903487,0.009657671,0.2745776
0,3705,0.009723281,0.009479232,0.2745847
0,3720,0.009546367,0.00930406,0.2745916
0,3735,0.009372686,0.009132096,0.2745984
0,3750,0.009202184,0.008963284,0.2746051
0,3765,0.009034803,0.00879757,0.2746116
0,3780,0.00887049,0.0086349,0.274618
0,3795,0.00870919,0.008475219,0.2746243
0,3810,0.008550853,0.008318475,0.2746305
0,3825,0.008395422,0.008164618,0.2746366
0,3840,0.00824285,0.008013596,0.2746425
0,3855,0.008093086,0.007865359,0.2746483
0,3870,0.007946079,0.007719858,0.2746541
0,3885,0.007801781,0.007577044,0.2746597
0,3900,0.007660145,0.007436871,0.2746651
0,3915,0.007521124,0.007299291,0.2746705
0,3930,0.00738467,0.007164259,0.2746758
0,3945,0.007250739,0.007031729,0.274681
0,3960,0.007119285,0.006901658,0.2746861
0,3975,0.006990266,0.006774,0.2746911
0,3990,0.006863636,0.006648714,0.274696
0,4005,0.006739356,0.006525756,0.2747008
0,4020,0.00661738,0.006405087,0.2747055
0,4035,0.00649767,0.006286663,0.2747101
0,4050,0.006380184,0.006170447,0.2747146
0,4065,0.006264883,0.006056397,0.274719
0,4080,0.006151727,0.005944476,0.2747234
0,4095,0.006040679,0.005834644,0.2747276
0,4110,0.0059317,0.005726865,0.2747318
0,4125,0.005824753,0.005621101,0.2747359
0,4140,0.005719801,0.005517317,0.27474
0,4155,0.005616809,0.005415476,0.2747439
0,4170,0.005515741,0.005315544,0.2747478
0,4185,0.005416563,0.005217486,0.2747515
0,4200,0.00531924,0.005121268,0.2747552
0,4215,0.005223739,0.005026857,0.2747589
0,4230,0.005130027,0.00493422,0.2747625
0,4245,0.005038072,0.004843325,0.274766
0,4260,0.004947841,0.004754141,0.2747694
0,4275,0.004859303,0.004666635,0.2747728
0,4290,0.004772428,0.004580778,0.2747761
0,4305,0.004687185,0.00449654,0.2747793
0,4320,0.004603544,0.004413891,0.2747825
